CID,CreditScore,Country,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churned
669490,837,Germany,Male,37,6,94001.61,2,1,0,140723.05,0
783030,685,France,Female,40,7,0,1,1,0,72852.74,1
695792,673,France,Male,65,0,0,1,1,1,85733.33,0
575676,638,France,Male,24,1,0,2,0,1,162597.15,0
627665,614,France,Male,46,4,0,1,1,0,74379.57,1
814092,626,France,Female,44,2,0,1,0,1,173117.22,1
695225,834,Spain,Male,38,8,0,2,1,1,66485.26,0
615091,691,France,Male,24,6,0,2,1,1,92811.2,0
794345,706,Spain,Male,38,8,0,2,0,1,46635.11,0
726484,633,France,Male,37,7,141546.35,1,1,1,124830.11,0
650442,644,Germany,Female,32,8,141528.88,1,1,1,167087.34,1
714256,666,France,Male,30,7,109805.3,1,0,1,163625.56,0
778752,708,France,Male,32,10,86614.06,2,1,1,172129.26,0
601659,496,Germany,Female,59,7,91680.1,2,1,0,163141.18,1
602811,730,Germany,Male,38,0,38848.19,2,0,0,94003.11,0
779414,696,Spain,Male,40,3,153639.11,1,1,1,138351.68,0
763097,809,Spain,Male,80,8,0,2,0,1,34164.05,0
633666,701,Spain,Female,33,7,123870.07,1,1,0,97794.71,0
718789,604,France,Male,30,5,0,2,1,0,75786.55,0
690620,665,France,Male,39,10,46323.57,1,1,0,136812.02,0
737071,639,France,Female,60,5,162039.78,1,1,1,84361.72,1
665062,696,France,Male,19,1,110928.51,1,1,1,2766.63,0
600692,520,France,Male,38,5,0,2,1,0,163185.76,0
792064,545,Germany,Male,53,5,114421.55,1,1,0,180598.28,1
811486,634,Germany,Female,29,8,130036.21,2,0,1,69849.55,0
626141,750,France,Female,26,1,151510.17,2,1,1,19921.72,0
738546,530,Spain,Female,41,4,0,2,0,1,147606.71,0
677052,589,France,Female,59,2,0,2,1,1,126160.24,1
656454,654,France,Male,37,6,83568.55,1,1,0,47046.72,0
645496,648,France,Female,43,7,139972.18,1,1,0,143668.58,0
612505,835,Spain,Male,45,3,100212.13,1,1,0,152577.62,0
708513,446,France,Female,39,1,90217.07,1,1,0,191350.48,0
685654,514,Spain,Male,66,9,0,2,1,1,14234.31,0
732307,694,Germany,Male,33,4,124067.32,1,1,1,77906.87,0
726814,554,Spain,Male,46,4,0,2,0,1,57320.92,0
653776,720,Germany,Female,57,1,162082.31,4,0,0,27145.73,1
597914,641,Germany,Female,51,2,117306.69,4,1,1,26912.72,1
631603,813,France,Male,32,1,122889.88,1,1,1,26476.18,0
789753,480,France,Male,40,6,148790.61,1,0,1,79329.7,0
678034,811,France,Male,46,9,180226.24,1,1,0,13464.64,1
690209,715,Germany,Female,32,3,104857.19,2,1,0,114149.8,0
592091,620,Spain,Male,31,2,166833.86,2,1,1,135171.6,0
647453,721,France,Male,42,4,102936.72,1,0,0,1187.88,0
697100,772,Germany,Female,48,6,108736.52,1,1,0,184564.67,1
811290,680,Germany,Male,44,0,129974.79,2,1,1,33391.38,0
629187,535,France,Male,38,8,85982.07,1,1,0,9238.35,0
758073,655,France,Female,20,7,134397.61,1,0,0,28029.54,0
640769,660,France,Male,63,8,137841.53,1,1,1,42790.29,0
606641,762,Germany,Male,56,10,100260.88,3,1,1,77142.42,1
718280,662,Germany,Male,39,5,139822.11,2,1,1,146219.9,0
764335,463,Germany,Female,41,8,123151.51,2,1,0,70127.93,0
634218,501,Germany,Male,27,4,95331.83,2,1,0,132104.76,0
808760,603,Spain,Female,42,6,0,1,1,1,90437.87,0
648461,688,Spain,Male,37,7,138162.41,2,1,1,113926.31,0
593555,430,France,Male,38,9,0,2,1,1,12050.77,0
569079,632,Germany,Male,48,6,126066.26,1,1,0,64345.61,1
800736,601,Spain,Female,42,4,96763.89,1,1,1,199242.65,0
792607,769,France,Female,38,2,0,2,0,0,75578.67,0
640034,551,France,Male,42,2,139561.46,1,1,0,43435.43,1
807563,841,France,Female,52,5,0,1,0,0,183239.71,1
684461,469,Spain,Female,31,6,0,1,1,0,146213.75,1
580134,479,Spain,Male,27,2,172463.45,1,1,1,40315.27,0
679075,701,France,Male,37,8,107798.85,1,1,0,16966.73,0
742504,593,France,Male,36,2,70181.48,2,1,0,80608.12,0
567328,738,Spain,Male,38,5,177997.07,1,0,1,19233.41,0
698294,635,Spain,Male,31,1,0,2,1,0,135382.23,0
607142,658,France,Male,32,8,0,1,1,1,80410.68,0
738516,687,Spain,Female,36,5,0,1,1,0,17696.22,0
806403,650,France,Male,37,9,0,2,1,0,17974.08,0
656707,720,Spain,Male,21,2,123200.78,1,1,1,180712.28,0
653715,602,France,Female,63,7,0,2,1,1,56323.21,0
806184,618,Spain,Male,33,4,0,2,1,1,77550.18,0
585734,803,Germany,Male,41,9,137742.9,2,1,1,166957.82,0
725639,793,France,Female,63,9,116270.72,1,1,1,184243.25,0
618401,616,Germany,Male,41,10,113220.2,2,1,1,114072.91,0
785385,550,Spain,Male,51,5,0,2,1,0,153917.41,0
734762,602,France,Female,56,3,115895.22,3,1,0,4176.17,1
767129,452,France,Female,60,6,121730.49,1,1,1,142963.29,0
797204,655,Spain,Female,28,3,113811.85,2,0,1,76844.23,0
769272,510,France,Female,26,6,136214.08,1,0,0,159742.33,0
771966,557,France,Male,39,8,146200.01,1,1,0,177944.64,0
691952,676,France,Male,37,10,106242.67,1,1,1,166678.28,0
593250,640,France,Female,29,4,0,2,1,0,44904.26,0
605333,529,Spain,Male,31,6,0,1,1,0,10625.91,0
800083,559,France,Male,45,8,24043.45,1,0,1,169781.45,1
575691,689,France,Female,58,5,0,2,0,1,49848.86,0
689886,626,Germany,Male,39,10,132287.92,3,1,1,51467.92,1
809838,697,Spain,Male,30,1,0,2,0,0,735.79,0
736154,823,France,Female,44,1,0,2,0,1,182495.7,0
767391,565,Germany,Female,32,4,90322.99,2,0,1,118740.37,0
704910,631,Spain,Male,23,3,0,2,1,0,13813.24,0
656613,646,France,Female,34,3,131283.11,1,0,0,130500.65,0
611551,676,Spain,Male,48,1,131659.59,2,0,1,14152.15,0
732430,850,Spain,Female,54,4,120952.74,1,1,0,66963.15,0
741865,810,France,Female,38,9,153166.17,1,1,1,93261.69,0
634143,581,Spain,Male,30,0,53291.86,1,0,0,196582.28,0
609676,718,France,Female,35,2,167924.95,1,1,0,43024.64,0
761600,713,France,Male,43,5,86394.14,1,1,1,130001.13,0
676404,672,France,Female,50,1,0,1,1,0,12106.82,1
659236,781,Spain,Male,33,3,0,2,1,1,42556.33,0
690440,656,Spain,Male,47,1,0,2,1,1,197961.93,0
694601,583,France,Female,31,4,158978.79,1,1,0,12538.92,0
812262,808,Germany,Female,37,2,100431.84,1,1,0,35140.49,1
762821,721,Spain,Male,33,5,0,2,0,1,117626.9,0
669301,778,Germany,Female,29,6,150358.97,1,1,0,62454.01,1
672640,850,Spain,Female,45,4,114347.85,2,1,1,109089.04,0
750458,693,France,Female,39,4,0,2,0,1,142331.39,0
627251,520,France,Male,34,4,134007.9,1,1,1,193209.11,0
764294,759,Germany,Male,31,4,98899.91,1,1,1,47832.82,0
659962,637,France,Male,60,3,0,2,1,1,70174.03,0
788536,755,Germany,Male,40,2,137430.82,2,0,0,176768.59,0
596979,662,France,Female,47,6,0,2,1,1,129392.75,0
681220,503,France,Female,37,8,0,2,1,1,97893.32,0
635097,599,Germany,Male,39,2,188976.89,2,0,1,176142.09,0
780779,583,Spain,Female,40,4,0,2,1,0,114093.73,0
798470,764,Spain,Female,48,1,75990.97,1,1,0,158323.81,1
760880,513,France,Male,29,10,0,2,0,1,25514.77,0
616929,730,Spain,Male,62,5,112181.08,1,0,1,61513.87,0
758775,820,Spain,Male,34,10,97208.46,1,1,1,59553.34,0
663386,597,Spain,Female,26,7,0,2,1,0,110253.2,0
621267,637,France,Male,32,5,0,1,0,0,148769.08,0
720509,696,France,Male,34,9,150856.79,1,0,1,8236.78,0
693322,635,Germany,Female,37,9,146748.07,1,0,1,11407.58,0
589544,673,Spain,Female,57,4,0,2,1,1,49684.09,0
772030,662,Spain,Male,33,3,0,2,0,1,68064.83,0
693337,683,Spain,Male,41,0,148863.17,1,1,1,163911.32,0
676571,850,France,Male,55,6,0,1,1,0,944.41,1
701392,815,Spain,Male,28,6,0,2,0,1,185547.71,0
741092,671,Spain,Male,34,10,153360.02,1,1,0,140509.86,0
643865,601,France,Female,40,3,92055.36,1,0,1,164652.02,1
769389,709,Germany,Female,39,9,124723.92,1,1,0,73641.86,0
807768,702,Germany,Male,28,1,103033.83,1,1,1,40321.87,0
801630,558,France,Male,40,6,0,2,1,0,173844.89,0
705034,691,Spain,Male,40,1,0,2,1,1,145613.17,0
763107,700,France,Female,30,9,0,1,1,1,174971.64,0
667085,667,France,Male,33,4,0,2,1,1,131834.75,0
647008,624,Germany,Male,54,3,116726.22,1,1,0,110498.1,1
584505,580,France,Female,23,5,113923.81,2,0,0,196241.43,0
748068,571,Spain,Female,31,3,0,2,1,1,194667.92,0
663964,561,France,Male,37,5,0,2,1,0,83093.25,0
782311,529,France,Male,28,9,0,2,1,1,52545.24,0
588197,670,France,Male,36,7,0,2,0,0,59571.5,0
610105,666,Germany,Female,21,1,121827.43,2,1,1,99818.31,0
606133,628,Spain,Male,42,7,0,2,0,1,172967.87,0
599403,577,France,Male,60,10,125389.7,2,1,1,178616.73,0
648225,652,Spain,Female,38,1,103895.31,1,0,1,159649.44,0
608406,678,France,Male,26,5,111128.04,1,1,0,60941.27,1
633378,692,Spain,Female,49,9,0,2,1,0,178342.63,0
664759,675,Spain,Male,32,10,0,2,1,0,191545.65,0
625545,712,Spain,Male,52,9,0,1,1,1,117977.45,1
772148,639,Germany,Female,37,5,151242.48,1,0,1,49637.65,0
810829,618,France,Male,48,7,0,1,1,0,13921.82,1
731669,554,France,Male,39,2,129709.62,1,1,0,173197.12,0
738634,533,France,Male,47,9,83347.25,1,1,1,137696.25,0
737571,540,Spain,Female,28,6,84121.04,1,0,1,80698.54,0
667602,704,Spain,Male,33,3,0,2,1,0,73018.74,0
684147,678,France,Male,43,5,102338.19,1,1,1,79649.62,0
789874,712,France,Female,29,3,87375.78,2,0,0,166194.53,0
757952,651,France,Male,44,2,0,3,1,0,102530.35,1
698732,789,Germany,Male,51,3,104677.09,1,1,0,74265.38,0
714355,775,Germany,Male,32,8,121669.23,1,0,1,125898.39,0
599090,564,Germany,Male,40,7,108407.34,1,1,1,83681.2,0
762048,841,Germany,Female,33,7,154969.79,2,1,1,99505.75,0
790596,850,Spain,Male,39,0,141829.67,1,1,1,92748.16,0
609623,637,France,Female,63,5,0,1,1,0,28092.77,1
711901,500,France,Male,45,2,109162.82,1,1,1,126145.08,0
779809,655,France,Male,44,8,87471.63,1,0,1,188593.98,0
729018,666,France,Female,33,2,147229.65,1,1,1,56410.17,0
698246,658,France,Female,24,2,0,2,1,1,84694.49,0
712409,749,Germany,Male,66,6,182532.23,2,1,1,195429.92,0
758306,654,France,Male,32,6,0,2,1,1,137898.57,0
621435,623,France,Female,39,1,160903.2,1,0,0,78774.36,0
566295,761,France,Female,33,6,138053.79,2,1,0,148779.41,0
569098,627,France,Male,44,6,153548.12,1,0,0,35300.08,1
662532,757,Germany,Male,31,8,149085.9,2,1,1,197077.36,0
664001,695,Germany,Female,53,8,95231.91,1,0,0,70140.8,1
703437,726,France,Male,34,3,0,2,1,0,196288.46,0
708003,587,Spain,Male,41,8,85109.21,1,1,0,1557.82,0
599452,605,Germany,Female,43,8,125338.8,2,1,0,23970.13,0
719793,850,Spain,Male,62,5,0,2,1,1,180243.56,0
771580,850,France,Female,38,0,106831.69,1,0,1,148977.72,0
732268,751,France,Male,29,3,159597.45,1,1,0,39934.41,0
722350,627,Germany,Female,37,7,147361.57,1,1,1,133031.96,0
611371,736,France,Male,43,4,176134.54,1,1,1,52856.88,0
673584,652,France,Female,74,5,0,2,1,1,937.15,0
636396,627,France,Female,35,7,0,2,0,1,193022.44,0
706170,636,France,Male,34,1,84055.43,1,0,0,37490.84,0
725478,775,France,Male,60,7,0,2,1,1,111558.7,0
654562,850,Spain,Female,45,5,174088.3,4,1,0,5669.31,1
737509,850,Spain,Male,34,8,199229.14,1,0,0,68106.29,0
690796,516,France,Male,37,8,0,1,1,0,101834.58,0
716728,513,Spain,Female,42,10,0,2,0,1,73151.25,0
605665,673,Germany,Female,69,3,78833.15,2,1,1,37196.15,0
748481,564,France,Female,27,6,0,1,0,0,7819.76,0
757777,636,France,Female,35,2,0,2,1,1,23129.46,0
747808,712,France,Male,29,3,102540.61,1,1,1,189680.79,0
810593,568,France,Male,51,4,0,3,1,1,66586.56,0
693376,741,Spain,Male,43,0,0,2,1,1,2920.63,1
579808,754,Germany,Female,39,8,129401.87,1,1,1,87684.93,0
598275,709,France,Female,32,7,0,2,1,1,199418.02,0
737080,510,France,Female,32,1,0,2,0,1,28515.17,0
668580,716,Spain,Male,33,2,0,2,1,1,92916.53,0
569438,607,Germany,Male,36,10,106702.94,2,0,0,198313.69,0
675842,656,Spain,Male,26,4,139584.57,1,1,0,36308.93,0
577587,550,Germany,Male,52,5,121016.23,1,1,1,41730.37,1
625592,486,France,Male,26,2,0,2,1,1,31399.4,0
635141,598,Germany,Male,59,8,118210.42,2,0,0,60192.14,1
642570,675,Spain,Male,35,8,0,2,1,0,29062.25,0
702175,755,France,Female,29,4,148654.84,2,1,1,28805.09,0
677785,656,Spain,Male,32,5,136963.12,1,1,0,133814.28,0
786153,644,Germany,Male,47,9,137774.11,2,1,0,151902.78,0
759499,598,France,Female,32,4,111156.52,1,1,1,167376.26,0
659568,850,Spain,Female,31,3,121237.65,1,1,1,31022.56,0
715597,679,France,Male,36,1,97234.58,1,1,0,188997.08,0
610147,632,France,Male,60,2,0,2,0,1,2085.32,0
802362,550,Spain,Male,45,0,0,2,0,1,70399.71,0
660524,572,Germany,Female,54,9,97382.53,1,1,1,195771.95,0
747168,626,Germany,Female,47,2,103108.8,1,0,1,166475.44,1
796910,625,Spain,Female,57,7,0,1,0,0,84106.17,1
707674,515,France,Female,58,2,131852.81,1,1,0,81436.68,1
565706,612,Spain,Male,35,1,0,1,1,1,83256.26,1
587596,628,Spain,Female,39,8,107553.33,1,1,0,117523.41,0
751943,529,Spain,Female,43,5,0,2,0,0,79476.63,0
621227,668,Germany,Female,46,7,161806.09,1,1,1,173052.19,0
757588,526,France,Male,30,9,0,2,0,0,100995.68,0
640922,791,France,Female,52,7,0,1,1,1,122782.5,0
567557,573,France,Male,27,2,128243.03,1,1,1,11631.34,0
670103,565,France,Female,38,5,126645.13,1,1,1,168303.55,0
720929,604,France,Female,47,8,62094.71,3,0,0,9308.1,1
732774,656,France,Male,37,7,112291.34,1,1,0,153157.97,0
628558,447,France,Female,44,5,89188.83,1,1,1,75408.24,0
729201,682,France,Male,55,9,0,1,1,0,153356.8,1
731117,437,Spain,Male,28,2,109161.25,1,1,0,152987.42,0
615207,792,Spain,Male,47,0,0,1,1,1,5557.88,1
773512,627,Spain,Female,25,4,0,1,1,1,194313.93,0
572145,767,France,Female,34,8,0,2,1,0,94767.77,0
642710,686,France,Male,26,7,0,2,1,0,1540.89,0
574213,789,France,Female,53,1,158271.74,1,1,1,5036.39,1
718852,794,France,Male,56,9,96951.21,1,1,1,71776.76,0
583840,587,Germany,Male,35,5,121863.61,1,1,1,23481.69,1
782418,589,Germany,Female,19,9,83495.11,1,1,1,143022.31,1
813504,543,Germany,Female,25,1,146566.01,1,0,1,161407.48,0
711314,589,Spain,Female,45,1,0,1,0,0,125939.22,1
621064,701,Germany,Male,23,5,186101.18,2,1,1,76611.33,0
627847,850,France,Male,40,6,0,1,1,0,136985.08,1
588090,726,Germany,Female,51,8,107494.86,2,1,0,140937.91,1
735270,767,Spain,Male,47,2,0,1,1,0,48161.18,1
671804,648,Spain,Male,36,8,146943.38,2,1,1,130041.45,0
753215,651,Spain,Female,36,8,0,2,1,0,91652.43,0
789941,633,France,Female,36,6,125130.28,1,0,0,125961.48,0
691061,740,France,Female,37,9,0,2,1,1,73225.31,0
808326,592,France,Female,34,9,0,2,1,1,20460.2,0
566660,670,France,Female,41,10,0,3,1,0,81602.02,0
778947,628,France,Male,36,3,0,2,1,1,8742.91,0
632977,745,France,Male,47,5,0,2,0,0,145789.71,0
591747,705,France,Male,32,3,0,2,0,0,129576.99,0
567335,559,France,Female,42,7,0,2,1,1,190040.29,0
609299,595,France,Male,29,6,150685.79,1,1,0,87771.06,0
669945,492,France,Male,35,4,141359.37,2,1,0,39519.53,0
736271,498,France,Female,29,9,0,1,1,0,190035.83,0
710390,655,France,Female,39,6,94631.26,2,1,1,148948.52,0
756481,636,France,Female,39,3,118336.14,1,1,0,184691.77,0
736730,634,France,Female,45,2,0,1,1,1,143458.31,0
626040,793,Spain,Male,63,0,0,2,0,1,27166.75,0
746553,526,Germany,Male,50,5,124233.24,1,0,1,159456.87,1
622518,768,France,Female,26,5,51116.26,1,1,1,70454.79,1
684908,540,Germany,Male,64,1,91869.69,1,0,1,95421,0
569446,732,France,Female,34,8,122338.43,2,1,0,187985.85,0
777504,617,France,Female,30,8,0,1,1,1,92621.9,0
677906,637,Spain,Female,54,5,0,1,0,1,150836.98,0
703292,573,France,Male,26,8,86270.93,2,1,1,90177.3,0
712938,531,France,Male,44,3,0,2,1,1,34416.79,0
631359,489,France,Female,38,5,117289.92,1,0,0,85231.88,0
720847,601,France,Male,35,2,0,2,1,1,118983.18,0
787830,452,Germany,Male,33,7,153663.27,1,1,0,111868.23,0
599869,728,Spain,Female,29,1,0,1,1,1,83056.22,0
592078,590,Germany,Female,27,8,123599.49,2,1,0,1676.92,0
596228,490,France,Male,29,4,0,2,1,0,32089.57,0
578462,596,Spain,Female,76,9,134208.25,1,1,1,13455.43,0
756894,635,France,Male,29,1,0,1,0,1,24865.54,0
796167,782,Germany,Male,35,7,98556.89,2,1,0,117644.36,0
664808,790,Spain,Female,37,3,0,3,0,0,98897.32,0
664555,587,France,Male,40,2,0,4,0,1,106174.7,1
607278,794,Spain,Female,46,8,134593.79,1,1,1,46386.37,0
585222,515,France,Male,41,8,0,2,1,1,185054.14,0
750299,746,Spain,Male,24,10,68781.82,1,0,1,47997.39,0
761294,667,Germany,Female,56,8,137464.04,1,1,0,130846.79,1
810454,709,France,Male,32,4,147307.91,1,0,1,40861.55,0
673984,536,France,Female,35,8,0,1,1,0,171840.24,1
609319,711,France,Female,41,3,145754.91,1,1,1,101455.07,0
709941,753,France,Male,46,8,0,3,1,0,90747.94,1
580252,748,France,Male,44,4,112610.77,1,0,1,2048.55,0
741275,623,France,Female,57,7,71481.79,2,1,1,84421.34,0
707132,465,France,Male,33,5,0,2,0,1,78698.09,0
600708,640,Spain,Female,34,3,77826.8,1,1,1,168544.85,0
804787,562,France,Male,75,5,87140.85,1,1,1,39351.64,0
690021,502,Germany,Female,42,0,132002.7,1,0,1,28204.98,1
763895,536,France,Male,32,7,178011.5,2,1,0,22375.14,0
623478,670,Germany,Female,32,4,102954.68,2,0,1,134942.45,0
797910,775,Germany,Male,51,2,123783.25,1,1,1,134901.57,0
577751,759,Germany,Male,30,4,101802.67,1,0,0,8693.8,0
781777,604,France,Male,33,3,148659.48,1,0,0,42437.75,0
740527,766,Germany,Female,62,7,142724.48,1,0,1,5893.23,1
721251,554,Spain,Female,41,4,112152.89,1,0,1,36242.19,0
602994,487,France,Female,53,10,89550.85,1,0,1,90076.85,0
750769,725,France,Male,35,7,75915.75,1,1,0,150507.43,0
740175,732,Germany,Female,42,2,118889.66,2,0,0,87422.15,0
679968,623,France,Male,40,5,118788.57,1,1,0,192867.4,0
694404,781,France,Female,42,3,156555.54,1,1,1,175674.01,0
657529,714,Germany,Male,53,1,99141.86,1,1,1,72496.05,1
762882,577,Germany,Female,31,4,61211.18,1,1,1,145250.43,0
642579,731,Spain,Female,37,1,128932.4,1,1,1,180712.52,0
598884,650,Spain,Female,23,5,0,1,1,1,180622.43,0
770185,779,France,Male,32,10,80728.15,1,1,0,86306.75,0
800287,706,Spain,Female,46,2,127660.46,2,1,0,150156.82,1
665861,733,Spain,Male,44,3,106070.89,1,0,1,101617.43,0
662203,579,Germany,Female,42,3,137560.38,2,1,1,85424.34,0
616454,476,Germany,Female,34,8,111905.43,1,0,1,197221.81,1
702788,775,France,Male,40,9,126212.64,1,1,0,70196.57,0
778149,538,Spain,Male,68,9,0,2,1,0,110440.5,1
680001,602,France,Male,38,7,111835.94,2,1,0,124389.61,0
711991,615,France,Male,30,8,0,2,0,0,3183.15,0
633834,700,Germany,Female,28,3,99705.69,2,0,0,146723.72,0
765266,615,France,Male,32,1,0,2,0,0,2139.25,0
791867,544,Germany,Male,44,2,108895.93,1,0,0,69228.2,1
675380,573,Spain,Male,56,3,154669.77,1,0,1,115462.27,1
770576,555,Spain,Male,50,7,128061,2,1,1,62375.1,0
775294,692,France,Female,31,2,0,2,1,0,91829.17,1
727059,476,France,Female,40,4,0,2,0,0,182547.04,0
702499,770,Spain,Male,46,9,190678.02,1,1,1,14725.36,0
611699,641,France,Female,40,7,0,1,1,0,126996.67,0
654000,705,France,Female,35,5,0,1,1,0,133991.11,1
657881,784,France,Male,38,5,136712.91,1,0,1,169920.92,0
719991,727,Spain,Female,52,1,154733.97,1,1,0,80259.67,1
720687,576,France,Female,41,4,112609.91,1,0,0,191035.18,1
687079,646,Spain,Male,69,10,115462.44,1,1,0,40421.87,0
582276,638,France,Male,34,5,133501.36,1,0,1,155643.04,0
763980,632,Germany,Male,30,1,58668.02,1,1,1,78670.52,0
720774,850,Spain,Male,44,7,89118.26,1,1,0,104240.77,1
592194,492,France,Female,28,9,0,2,1,0,95957.09,0
803685,673,Germany,Female,77,10,76510.52,2,0,1,59595.66,0
759456,609,Spain,Male,34,7,140694.78,2,1,0,46266.63,0
611544,701,Germany,Male,36,7,95448.32,2,1,0,189085.07,0
794257,651,France,Male,34,4,91562.99,1,1,1,123954.15,0
681697,508,France,Male,31,8,72541.48,1,1,0,129803.08,0
579566,616,Spain,Female,43,3,120867.18,1,1,0,18761.92,1
577970,489,France,Male,34,5,0,1,0,0,43540.59,0
727489,567,Spain,Female,45,1,157320.51,1,1,0,62193.92,0
764284,714,Spain,Male,27,3,0,3,1,1,129130.09,0
581811,678,Germany,Female,30,1,139676.95,2,0,1,16146,0
622527,581,France,Female,55,6,0,1,1,1,22442.13,0
753362,748,Spain,Male,60,3,0,2,1,1,78194.37,0
666652,781,France,Female,19,3,0,2,1,1,124297.32,0
789714,691,Spain,Male,21,3,103000.94,1,1,1,104648.58,0
771543,507,Germany,Male,31,2,134237.07,1,1,1,166423.66,1
748327,724,Germany,Male,34,6,118235.7,2,0,0,157137.23,0
754649,705,Spain,Female,57,3,0,2,1,1,34134.14,0
810460,708,Spain,Female,64,5,0,3,0,1,112520.07,1
771742,580,Germany,Male,38,9,115442.19,2,1,0,128481.5,1
642160,850,France,Male,38,5,0,2,1,0,16491.64,0
798439,714,Spain,Male,25,2,0,1,1,1,132979.43,0
605293,559,France,Female,43,1,0,2,1,1,196645.87,0
692631,577,Spain,Female,44,8,115557,1,0,1,127506.76,0
665376,647,Germany,Female,35,3,166518.63,2,1,0,147930.46,0
772412,554,Spain,Male,30,6,135370.12,1,1,1,179689.05,1
654577,549,Germany,Male,54,5,92877.33,1,1,0,2619.64,1
585427,528,France,Female,26,10,102073.67,2,0,0,166799.93,0
584536,720,Germany,Male,46,3,97042.6,1,1,1,133516.51,1
585853,743,Spain,Male,41,7,0,1,1,0,163736.09,1
645271,615,Germany,Male,24,8,108528.07,2,0,0,179488.41,1
579387,635,Germany,Female,44,2,79064.85,2,0,1,113291.75,0
623107,686,Spain,Male,45,3,74274.87,3,1,0,64907.48,1
754072,840,Spain,Female,36,6,0,2,1,0,141364.27,0
666163,695,France,Male,43,1,100421.1,1,1,1,101141.28,0
765192,564,France,Male,26,7,84006.88,2,0,0,183490.99,0
804822,805,France,Female,31,4,0,2,1,0,4798.12,0
612893,558,Spain,Male,45,4,0,1,1,0,131807.14,0
593636,657,France,Female,39,4,80293.81,1,1,0,97192.76,0
693326,641,France,Female,42,7,125437.14,2,0,0,164128.58,0
809901,755,France,Male,36,8,0,2,1,0,176809.87,0
759751,483,France,Male,48,1,0,2,1,1,110059.38,0
605425,545,Germany,Female,44,2,127536.44,1,1,0,108398.63,0
801934,678,France,Male,66,8,0,2,1,1,47117.03,0
592000,781,Germany,Female,48,9,82794.18,1,1,0,124720.68,1
618695,571,Spain,Female,22,3,108117.1,1,0,1,53328.7,0
637110,634,Spain,Female,35,10,0,1,1,0,82634.41,0
727408,523,Germany,Male,27,8,61688.61,2,1,0,147059.16,0
716328,501,France,Female,40,2,0,2,0,0,141946.92,0
669060,662,France,Male,74,6,0,2,1,0,123583.85,0
675854,573,Spain,Male,50,0,159304.07,1,0,1,155915.24,1
621116,648,Germany,Male,33,5,138664.24,1,1,0,29076.27,0
781495,662,France,Female,22,2,126362.57,2,1,1,97382.8,0
740470,725,France,Male,39,4,160652.45,2,1,0,57643.55,0
714391,563,France,Female,35,2,183572.84,1,1,1,66006.75,1
730137,628,France,Male,31,0,88421.81,1,0,0,72350.47,0
596455,546,Spain,Female,45,2,0,1,0,0,197789.83,1
717290,688,Germany,Male,41,2,112871.19,2,0,1,65520.74,0
616555,850,Germany,Male,41,8,60880.68,1,1,0,31825.84,0
659820,614,France,Female,34,5,0,2,1,0,185561.89,0
696301,719,France,Female,37,9,101455.7,1,1,0,25803.59,1
771087,757,France,Female,71,0,88084.13,2,1,1,154337.47,0
808831,669,France,Male,29,7,0,2,1,1,138145.62,0
812241,438,Germany,Male,59,7,127197.14,1,1,0,51565.98,1
680370,492,France,Male,39,7,0,2,0,1,71323.23,0
780561,622,France,Female,39,9,83456.79,2,0,0,38882.34,0
800784,645,France,Male,42,4,98298.18,1,1,1,676.06,0
715796,728,France,Male,37,0,0,2,1,1,72203.8,0
605375,651,France,Male,35,2,86911.8,1,1,0,174094.24,0
621520,783,Germany,Female,42,2,139707.28,1,1,0,2150.22,0
665460,732,Spain,Female,67,1,0,2,1,1,177783.04,0
801152,553,Spain,Female,39,1,142876.98,2,1,0,44363.42,0
756425,660,France,Male,30,7,146301.31,1,0,0,96847.91,0
674328,670,France,Female,40,3,47364.45,1,1,1,148579.43,1
742404,718,France,Male,38,7,0,2,1,0,38308.34,0
757140,787,France,Male,51,0,58137.08,1,0,1,142538.31,0
570051,775,Germany,Female,38,6,179886.41,2,0,0,153122.58,0
669175,479,Germany,Male,24,6,107637.97,2,0,1,169505.83,0
790324,660,France,Female,20,6,167685.56,1,1,0,57929.9,0
691119,721,Germany,Male,68,4,136525.99,1,0,0,175399.14,0
743478,659,Germany,Male,39,8,52106.33,2,1,1,107964.36,0
707007,743,France,Female,39,8,0,1,1,0,94263.44,0
572547,670,France,Female,45,9,104930.38,1,1,0,155921.81,1
567063,766,Germany,Female,34,6,106434.94,1,0,1,137995.66,1
689633,845,Spain,Female,38,2,112803.92,1,1,0,179631.85,0
720637,710,Germany,Female,46,10,120530.34,1,1,0,166586.99,1
616859,602,Germany,Female,43,2,113641.49,4,1,0,115116.35,1
766166,604,Spain,Male,43,2,145081.72,1,1,1,23881.62,0
617655,564,Spain,Female,35,9,0,2,1,1,105837.38,0
623450,637,Germany,Female,27,7,135842.89,1,1,1,101418.05,0
796612,527,France,Female,31,1,112203.25,1,1,0,182266.01,0
795963,687,France,Male,34,7,129895.19,1,0,1,28698.17,0
781598,756,Germany,Male,41,6,149049.92,1,0,1,50422.36,1
691871,503,Germany,Male,42,9,153279.39,1,1,1,151336.96,0
740345,657,Spain,Male,42,5,41473.33,1,1,0,112979.6,1
662626,666,France,Female,40,2,0,2,0,0,36371.27,0
596575,615,Germany,Male,39,5,113193.51,2,1,1,52166.25,0
